Cu Chulainn,Warrior Tabi,Poisoned Star,Emperor's Armor,Rangda's Mask,Gladiator's Shield,Stone Cutting Sword
Ah Muzen Cab,Talaria Boots,Qin's Sais,Qin's Sais,Mail of Renewal,Bumba's Mask,Relic Dagger
Hades,Shoes of Focus,Spear of the Magus,Doom Orb,Mail of Renewal,Sovereignty,Sovereignty
Chernobog,Talaria Boots,Mystical Mail,Runic Shield,Brawler's Beat Stick,Bumba's Mask,Shield of Regrowth
Nike,Talaria Boots,Runic Shield,Shield of Regrowth,Bulwark of Hope,Midgardian Mail,Shogun's Kusari
Chaac,Warrior Tabi,Gauntlet of Thebes,Frostbound Hammer,Berserker's Shield,The Executioner,Magi's Cloak
Cernunnos,Reinforced Greaves,Runic Shield,Magi's Cloak,Void Shield,Winged Blade,Asi
Anubis,Shoes of Focus,Book of the Dead,Celestial Legion Helm,Relic Dagger,Spear of the Magus,Celestial Legion Helm
Guan Yu,Warrior Tabi,Runeforged Hammer,Devourer's Gauntlet,Qin's Sais,Contagion,Transcendence
Kuzenbo,Travelers Shoes,Rod of Asclepius,Polynomicon,Sovereignty,Warlock's Staff,Typhon's Fang
Erlang Shen,Reinforced Greaves,Brawler's Beat Stick,Shield of Regrowth,Frostbound Hammer,Rangda's Mask,Odysseus' Bow
Thoth,Shoes of Focus,Rod of Asclepius,Gem of Isolation,Pythagorem's Piece,Dynasty Plate Helm,Jade Emperor's Crown
Ne Zha,Talaria Boots,Transcendence,Wind Demon,Midgardian Mail,Poisoned Star,Devourer's Gauntlet
Chaac,Ninja Tabi,Stone Cutting Sword,The Crusher,Ancile,Void Shield,Hide of the Nemean Lion
Nox,Travelers Shoes,Spirit Robe,Stone of Fal,Bulwark of Hope,Midgardian Mail,Warlock's Staff
Bakasura,Talaria Boots,Hide of the Nemean Lion,Magi's Cloak,Stone of Gaia,Ancile,Magi's Cloak
Anubis,Shoes of Focus,Bancroft's Talon,Emperor's Armor,Magi's Cloak,Contagion,Shogun's Kusari
Ganesha,Reinforced Shoes,Soul Reaver,Talisman of Energy,Mail of Renewal,Obsidian Shard,Spear of Desolation
Ne Zha,Warrior Tabi,Hastened Katana,Berserker's Shield,Mystical Mail,Odysseus' Bow,Relic Dagger
Izanami,Reinforced Greaves,Poisoned Star,Bulwark of Hope,Wind Demon,Toxic Blade,Hydra's Lament
Xbalanque,Ninja Tabi,Hydra's Lament,Fail-not,Rage,Fail-not,Hide of the Urchin
Medusa,Talaria Boots,Mystical Mail,Frostbound Hammer,Emperor's Armor,Malice,Lono's Mask
Kuzenbo,Travelers Shoes,Midgardian Mail,Genji's Guard,Telkhines Ring,Winged Blade,Shield of Regrowth
Vamana,Warrior Tabi,Pestilence,Mail of Renewal,Poisoned Star,Shield of Regrowth,The Executioner
Fafnir,Shoes of Focus,Bancroft's Talon,Shogun's Kusari,Bulwark of Hope,Typhon's Fang,Stone of Binding
Kuzenbo,Reinforced Shoes,Jade Emperor's Crown,Bancroft's Talon,Rod of Asclepius,Lotus Crown,Bancroft's Talon
Kukulkan,Shoes of the Magi,Bumba's Mask,Rod of Asclepius,Obsidian Shard,Soul Reaver,Relic Dagger
Scylla,Travelers Shoes,Soul Gem,Mantle of Discord,Ethereal Staff,Oni Hunter's Garb,Gauntlet of Thebes
Bakasura,Warrior Tabi,Witchblade,Emperor's Armor,Transcendence,Spectral Armor,Deathbringer
Horus,Ninja Tabi,Devourer's Gauntlet,Emperor's Armor,Mail of Renewal,Pridwen,Emperor's Armor
Mercury,Warrior Tabi,Sovereignty,Transcendence,Relic Dagger,Wind Demon,Pridwen
Ganesha,Shoes of Focus,Book of Thoth,Shogun's Kusari,Oni Hunter's Garb,Rangda's Mask,Jade Emperor's Crown
Ah Muzen Cab,Ninja Tabi,Spirit Robe,Poisoned Star,Pestilence,Brawler's Beat Stick,Shield of Regrowth
Arachne,Ninja Tabi,Transcendence,Relic Dagger,Pridwen,Arondight,Winged Blade
Sobek,Shoes of Focus,Magi's Cloak,Celestial Legion Helm,Soul Reaver,Bumba's Mask,Mystical Mail
Hel,Shoes of Focus,Book of Thoth,Shield of Regrowth,Bancroft's Talon,Mystical Mail,Book of the Dead
Zeus,Travelers Shoes,Typhon's Fang,Talisman of Energy,Magi's Cloak,Hide of the Nemean Lion,Talisman of Energy
Serqet,Warrior Tabi,Bulwark of Hope,Hide of the Urchin,Talisman of Energy,Deathbringer,Ichaival
Hou Yi,Reinforced Greaves,Breastplate of Valor,Winged Blade,Qin's Sais,Atalanta's Bow,Witchblade
Artio,Shoes of the Magi,Magi's Cloak,Talisman of Energy,Lotus Crown,Soul Gem,Warlock's Staff
Thoth,Shoes of the Magi,Mail of Renewal,Dynasty Plate Helm,Dynasty Plate Helm,Hide of the Nemean Lion,Bancroft's Talon
Achilles,Reinforced Greaves,Magi's Cloak,Wind Demon,Blackthorn Hammer,Brawler's Beat Stick,Talisman of Energy
Camazotz,Talaria Boots,Contagion,Ichaival,Toxic Blade,Mystical Mail,Hydra's Lament
Mercury,Talaria Boots,Bumba's Mask,Mantle of Discord,Brawler's Beat Stick,Stone of Gaia,Deathbringer
Pele,Ninja Tabi,Genji's Guard,Poisoned Star,Jotunn's Wrath,Poisoned Star,Berserker's Shield
The Morrigan,Shoes of the Magi,Rod of Asclepius,Doom Orb,Shogun's Kusari,Witchblade,Hastened Ring
Ne Zha,Talaria Boots,Brawler's Beat Stick,Runeforged Hammer,Rage,Mantle of Discord,Pestilence
Hades,Travelers Shoes,Hide of the Urchin,Warlock's Staff,Lotus Crown,Soul Reaver,Oni Hunter's Garb
Odin,Ninja Tabi,Wind Demon,Sovereignty,Spirit Robe,Ichaival,Shifter's Shield
Erlang Shen,Warrior Tabi,Stone of Gaia,Transcendence,Emperor's Armor,Bulwark of Hope,Jotunn's Wrath
Sun Wukong,Ninja Tabi,Shifter's Shield,Arondight,Shifter's Shield,Bumba's Mask,Gauntlet of Thebes
Odin,Reinforced Greaves,Sovereignty,Heartward Amulet,Frostbound Hammer,Qin's Sais,Deathbringer
Jing Wei,Reinforced Greaves,Berserker's Shield,Gladiator's Shield,Oni Hunter's Garb,Midgardian Mail,Heartward Amulet
Guan Yu,Talaria Boots,Poisoned Star,Atalanta's Bow,Odysseus' Bow,The Executioner,Gauntlet of Thebes
Ne Zha,Reinforced Greaves,Qin's Sais,Malice,Qin's Sais,Shield of Regrowth,Emperor's Armor
Hou Yi,Talaria Boots,Bumba's Mask,Transcendence,Odysseus' Bow,Toxic Blade,Silverbranch Bow
Athena,Shoes of the Magi,Jade Emperor's Crown,Spear of Desolation,Bancroft's Talon,Spear of Desolation,Soul Gem
Ymir,Travelers Shoes,Telkhines Ring,Hastened Ring,Breastplate of Valor,Spectral Armor,Pridwen
Xing Tian,Shoes of the Magi,Relic Dagger,Spear of the Magus,Hide of the Nemean Lion,Typhon's Fang,Mail of Renewal
Freya,Shoes of Focus,Telkhines Ring,Void Stone,Pythagorem's Piece,Pythagorem's Piece,Stone of Binding
Susano,Warrior Tabi,Mail of Renewal,Frostbound Hammer,Stone Cutting Sword,Gladiator's Shield,Gauntlet of Thebes
Terra,Reinforced Shoes,Heartward Amulet,Relic Dagger,Celestial Legion Helm,Toxic Blade,Winged Blade
Hun Batz,Ninja Tabi,Relic Dagger,Lono's Mask,Talisman of Energy,Poisoned Star,Stone of Gaia
Ratatoskr,Acorn of Yggdrasil,Runeforged Hammer,Masamune,Golden Blade,Witchblade,Shield of Regrowth
Khepri,Reinforced Shoes,Pestilence,Contagion,Gauntlet of Thebes,Telkhines Ring,Stone of Fal
Thanatos,Talaria Boots,Ancile,Gauntlet of Thebes,Bulwark of Hope,Mystical Mail,Malice
Ullr,Reinforced Greaves,Brawler's Beat Stick,Shield of Regrowth,Lono's Mask,Ancile,Stone of Gaia
Vamana,Ninja Tabi,Stone Cutting Sword,Runic Shield,Asi,Gauntlet of Thebes,Witchblade
Chernobog,Reinforced Greaves,Deathbringer,Hide of the Urchin,Atalanta's Bow,Stone of Gaia,Hide of the Urchin
Hou Yi,Reinforced Greaves,Lono's Mask,Blackthorn Hammer,Wind Demon,Titan's Bane,Berserker's Shield
Xbalanque,Talaria Boots,Devourer's Gauntlet,Talisman of Energy,Pestilence,Winged Blade,Hydra's Lament
Medusa,Warrior Tabi,Void Shield,Titan's Bane,Hide of the Nemean Lion,Relic Dagger,Genji's Guard
Da Ji,Talaria Boots,The Executioner,Arondight,Hastened Katana,Hastened Katana,Void Shield
Serqet,Ninja Tabi,Qin's Sais,Shield of Regrowth,Magi's Cloak,Stone Cutting Sword,Shifter's Shield
Set,Warrior Tabi,Atalanta's Bow,Emperor's Armor,Malice,Stone of Gaia,Masamune
Aphrodite,Reinforced Shoes,Shogun's Kusari,Witchblade,Hide of the Urchin,Emperor's Armor,Stone of Binding
The Morrigan,Shoes of the Magi,Staff Of Myrddin,Heartward Amulet,Typhon's Fang,Breastplate of Valor,Dynasty Plate Helm
Chernobog,Ninja Tabi,Qin's Sais,Void Shield,Shifter's Shield,Rage,Stone of Gaia
Chaac,Reinforced Greaves,Relic Dagger,Genji's Guard,Spirit Robe,Mantle of Discord,Silverbranch Bow
Arachne,Ninja Tabi,Jotunn's Wrath,Shifter's Shield,Mail of Renewal,Atalanta's Bow,The Executioner
Baron Samedi,Travelers Shoes,Stone of Fal,Genji's Guard,Talisman of Energy,Void Stone,Dynasty Plate Helm
Hel,Shoes of Focus,Breastplate of Valor,Gauntlet of Thebes,Hide of the Urchin,Spectral Armor,Emperor's Armor
Hel,Shoes of the Magi,Oni Hunter's Garb,Mantle of Discord,Bulwark of Hope,Soul Gem,Rod of Asclepius
Sylvanus,Shoes of Focus,Spirit Robe,Oni Hunter's Garb,Polynomicon,Rangda's Mask,Doom Orb
Chaac,Warrior Tabi,Void Shield,Qin's Sais,Poisoned Star,The Crusher,Gauntlet of Thebes
Ao Kuang,Reinforced Shoes,Ethereal Staff,Pridwen,Witchblade,Book of the Dead,Emperor's Armor
Zeus,Shoes of Focus,Stone of Fal,Bulwark of Hope,Demonic Grip,Shield of Regrowth,Midgardian Mail
Da Ji,Ninja Tabi,Blackthorn Hammer,Oni Hunter's Garb,Mantle of Discord,Talisman of Energy,Odysseus' Bow
Horus,Ninja Tabi,Winged Blade,Atalanta's Bow,Arondight,Spectral Armor,Stone Cutting Sword
Zhong Kui,Travelers Shoes,Dynasty Plate Helm,Contagion,Void Stone,Hastened Ring,Soul Reaver
Kumbhakarna,Reinforced Shoes,Contagion,Demonic Grip,Pestilence,Magi's Cloak,Hastened Ring
Hercules,Talaria Boots,Runeforged Hammer,Pestilence,Arondight,Wind Demon,The Crusher
Ah Puch,Reinforced Shoes,Staff Of Myrddin,Stone of Binding,Celestial Legion Helm,Obsidian Shard,Jade Emperor's Crown
Chernobog,Warrior Tabi,Hide of the Urchin,Breastplate of Valor,Fail-not,Magi's Cloak,Genji's Guard
Cupid,Ninja Tabi,Relic Dagger,Toxic Blade,Titan's Bane,Atalanta's Bow,Bumba's Mask
Fafnir,Reinforced Shoes,Spirit Robe,Telkhines Ring,Bancroft's Talon,Dynasty Plate Helm,Mystical Mail
Sylvanus,Shoes of Focus,Talisman of Energy,Stone of Gaia,Lotus Crown,Lotus Crown,Celestial Legion Helm
Kuzenbo,Travelers Shoes,Book of the Dead,Polynomicon,Mail of Renewal,Book of the Dead,Typhon's Fang
Da Ji,Talaria Boots,Wind Demon,Hydra's Lament,Ancile,Frostbound Hammer,Spectral Armor
Achilles,Ninja Tabi,Hide of the Urchin,Arondight,Oni Hunter's Garb,Shogun's Kusari,Blackthorn Hammer
Bellona,Talaria Boots,Gauntlet of Thebes,Gladiator's Shield,Titan's Bane,Magi's Cloak,Wind Demon
Pele,Ninja Tabi,Shogun's Kusari,Pestilence,Rage,Midgardian Mail,Heartward Amulet
Serqet,Talaria Boots,Lono's Mask,Heartward Amulet,Heartward Amulet,Titan's Bane,Hide of the Nemean Lion
Sun Wukong,Warrior Tabi,Ichaival,Runic Shield,Runic Shield,Shifter's Shield,Hastened Katana
Nu Wa,Shoes of Focus,Bulwark of Hope,Talisman of Energy,Bulwark of Hope,Winged Blade,Ethereal Staff
Awilix,Ninja Tabi,Relic Dagger,Relic Dagger,The Crusher,Runeforged Hammer,Ancile
Hou Yi,Warrior Tabi,Fail-not,Rage,The Crusher,Qin's Sais,Titan's Bane
Bastet,Talaria Boots,Jotunn's Wrath,Stone Cutting Sword,Qin's Sais,Atalanta's Bow,Pridwen
Jormungandr,Shoes of Focus,Contagion,Book of the Dead,Mystical Mail,Breastplate of Valor,Bancroft's Talon
Chang'e,Reinforced Shoes,Bulwark of Hope,Hastened Ring,Pythagorem's Piece,Mantle of Discord,Book of the Dead
Vamana,Reinforced Greaves,Asi,Sovereignty,The Executioner,Relic Dagger,Relic Dagger
Ullr,Warrior Tabi,Gauntlet of Thebes,Lono's Mask,Shield of Regrowth,Winged Blade,Pestilence
Bastet,Ninja Tabi,Wind Demon,The Crusher,Void Shield,Blackthorn Hammer,Genji's Guard
Erlang Shen,Reinforced Greaves,Runic Shield,Golden Blade,Poisoned Star,Oni Hunter's Garb,Deathbringer
Achilles,Ninja Tabi,Berserker's Shield,Spirit Robe,Mystical Mail,Magi's Cloak,Spectral Armor
Bacchus,Shoes of Focus,Obsidian Shard,Witchblade,Demonic Grip,Gem of Isolation,Mantle of Discord
Chaac,Reinforced Greaves,Arondight,Talisman of Energy,Hastened Katana,Shogun's Kusari,The Crusher
Fenrir,Reinforced Greaves,Void Shield,Gladiator's Shield,Pestilence,Ancile,Winged Blade
Amaterasu,Ninja Tabi,Silverbranch Bow,Silverbranch Bow,Runeforged Hammer,Talisman of Energy,Void Shield
Ne Zha,Warrior Tabi,Relic Dagger,Qin's Sais,Pridwen,Midgardian Mail,Atalanta's Bow
Chang'e,Reinforced Shoes,Hastened Ring,Mail of Renewal,Jade Emperor's Crown,Oni Hunter's Garb,Spectral Armor
Odin,Warrior Tabi,The Crusher,Pridwen,Sovereignty,Stone Cutting Sword,Arondight
Ratatoskr,Acorn of Yggdrasil,Hastened Katana,Pestilence,Emperor's Armor,Mantle of Discord,Mantle of Discord
Rama,Ninja Tabi,Void Shield,Hide of the Urchin,Midgardian Mail,Runeforged Hammer,Sovereignty
Guan Yu,Reinforced Greaves,Pestilence,Blackthorn Hammer,The Crusher,Emperor's Armor,Genji's Guard
Artemis,Ninja Tabi,Void Shield,Brawler's Beat Stick,Runeforged Hammer,Brawler's Beat Stick,Ichaival
Sylvanus,Shoes of Focus,Warlock's Staff,Staff Of Myrddin,Spear of the Magus,Warlock's Staff,Polynomicon
Kumbhakarna,Travelers Shoes,Lotus Crown,Ethereal Staff,Shaman's Ring,Midgardian Mail,Oni Hunter's Garb
Horus,Warrior Tabi,Midgardian Mail,Blackthorn Hammer,Berserker's Shield,Runic Shield,Sovereignty
Ne Zha,Reinforced Greaves,Witchblade,Shifter's Shield,Sovereignty,Rage,Hastened Katana
Discordia,Shoes of Focus,Warlock's Staff,Heartward Amulet,Mail of Renewal,Relic Dagger,Shaman's Ring
Cabrakan,Shoes of the Magi,Book of Thoth,Staff Of Myrddin,Spectral Armor,Jade Emperor's Crown,Stone of Gaia
Loki,Reinforced Greaves,Lono's Mask,Titan's Bane,Pridwen,Malice,Blackthorn Hammer
King Arthur,Warrior Tabi,Talisman of Energy,Witchblade,Asi,Silverbranch Bow,Devourer's Gauntlet
Persephone,Shoes of the Magi,Shaman's Ring,Celestial Legion Helm,Shaman's Ring,Relic Dagger,Gem of Isolation
Khepri,Reinforced Shoes,Doom Orb,Staff Of Myrddin,Contagion,Spear of the Magus,Winged Blade
Ah Puch,Shoes of the Magi,Void Stone,Sovereignty,Hide of the Urchin,Book of Thoth,Book of the Dead
Cabrakan,Shoes of Focus,Talisman of Energy,Lotus Crown,Soul Reaver,Pythagorem's Piece,Magi's Cloak
Scylla,Shoes of the Magi,Mail of Renewal,Bulwark of Hope,Genji's Guard,Hastened Ring,Hide of the Nemean Lion
Susano,Reinforced Greaves,Transcendence,Odysseus' Bow,Void Shield,Toxic Blade,Mantle of Discord
Anhur,Warrior Tabi,Gauntlet of Thebes,Genji's Guard,Poisoned Star,Talisman of Energy,Gauntlet of Thebes
Terra,Shoes of the Magi,Bulwark of Hope,Mail of Renewal,Midgardian Mail,Soul Reaver,Gauntlet of Thebes
Athena,Shoes of Focus,Dynasty Plate Helm,Gem of Isolation,Book of Thoth,Bumba's Mask,Spectral Armor
Jing Wei,Warrior Tabi,Mystical Mail,Talisman of Energy,Shifter's Shield,Lono's Mask,Spectral Armor
Bastet,Reinforced Greaves,Runeforged Hammer,Shogun's Kusari,Talisman of Energy,Oni Hunter's Garb,Qin's Sais
Bellona,Talaria Boots,Masamune,Midgardian Mail,Ichaival,Transcendence,Stone of Gaia
Cu Chulainn,Warrior Tabi,Gauntlet of Thebes,Ancile,Hydra's Lament,Gauntlet of Thebes,Malice
Ravana,Ninja Tabi,Toxic Blade,Void Shield,Void Shield,Atalanta's Bow,Bumba's Mask
Chronos,Reinforced Shoes,Lotus Crown,Demonic Grip,Soul Reaver,Bancroft's Talon,Obsidian Shard
Camazotz,Ninja Tabi,Odysseus' Bow,Blackthorn Hammer,Odysseus' Bow,Talisman of Energy,Masamune
Medusa,Talaria Boots,Frostbound Hammer,Rage,Qin's Sais,Ancile,Berserker's Shield
Thoth,Shoes of the Magi,Ethereal Staff,Celestial Legion Helm,Jade Emperor's Crown,Shield of Regrowth,Jade Emperor's Crown
Athena,Shoes of Focus,Hide of the Urchin,Doom Orb,Obsidian Shard,Breastplate of Valor,Shaman's Ring
Ratatoskr,Acorn of Yggdrasil,Pestilence,Contagion,Rage,Shogun's Kusari,Silverbranch Bow
Cu Chulainn,Talaria Boots,Ancile,Golden Blade,Mail of Renewal,Hydra's Lament,Genji's Guard
Pele,Ninja Tabi,Atalanta's Bow,Ancile,Oni Hunter's Garb,Genji's Guard,Masamune
Hou Yi,Talaria Boots,Shield of Regrowth,Emperor's Armor,Oni Hunter's Garb,Shifter's Shield,Ancile
Ah Puch,Travelers Shoes,Ethereal Staff,Breastplate of Valor,Bulwark of Hope,Midgardian Mail,Spectral Armor
Ne Zha,Warrior Tabi,Qin's Sais,Bulwark of Hope,Mail of Renewal,Spectral Armor,Midgardian Mail
Kali,Warrior Tabi,Emperor's Armor,Heartward Amulet,Atalanta's Bow,Lono's Mask,Arondight
Amaterasu,Warrior Tabi,Bulwark of Hope,Stone Cutting Sword,Blackthorn Hammer,Shogun's Kusari,Hide of the Urchin
Mercury,Ninja Tabi,Wind Demon,Silverbranch Bow,Frostbound Hammer,Hide of the Urchin,Breastplate of Valor
Hun Batz,Talaria Boots,Deathbringer,Mantle of Discord,Frostbound Hammer,Rage,Talisman of Energy
King Arthur,Ninja Tabi,Runeforged Hammer,Ichaival,Void Shield,Spirit Robe,Deathbringer
Da Ji,Talaria Boots,Runic Shield,Silverbranch Bow,Arondight,Spirit Robe,The Crusher
Set,Talaria Boots,Rage,Masamune,Gladiator's Shield,Hide of the Nemean Lion,Pestilence
Khepri,Reinforced Shoes,Mystical Mail,Spectral Armor,Celestial Legion Helm,Rangda's Mask,Shield of Regrowth
Cerberus,Reinforced Shoes,Sovereignty,Typhon's Fang,Jade Emperor's Crown,Soul Reaver,Rod of Asclepius
Scylla,Travelers Shoes,Stone of Gaia,Toxic Blade,Winged Blade,Relic Dagger,Gem of Isolation
Ra,Shoes of the Magi,Genji's Guard,Midgardian Mail,Pythagorem's Piece,Soul Reaver,Shogun's Kusari
Hades,Shoes of the Magi,Pridwen,Shaman's Ring,Witchblade,Talisman of Energy,Dynasty Plate Helm
Artio,Shoes of the Magi,Stone of Gaia,Stone of Binding,Spectral Armor,Toxic Blade,Dynasty Plate Helm
Bellona,Ninja Tabi,Hide of the Urchin,Hastened Katana,Stone of Gaia,Stone Cutting Sword,Sovereignty
Hun Batz,Talaria Boots,Berserker's Shield,Magi's Cloak,Qin's Sais,Asi,Sovereignty
Apollo,Ninja Tabi,Spirit Robe,Sovereignty,Qin's Sais,Bumba's Mask,Void Shield
Sun Wukong,Warrior Tabi,Toxic Blade,Shifter's Shield,Breastplate of Valor,Poisoned Star,Rage
Thor,Warrior Tabi,Gladiator's Shield,Hide of the Urchin,Magi's Cloak,Runic Shield,Witchblade
Achilles,Warrior Tabi,Bulwark of Hope,Midgardian Mail,Midgardian Mail,Rangda's Mask,Emperor's Armor
Kumbhakarna,Reinforced Shoes,Mystical Mail,Gauntlet of Thebes,Spirit Robe,Contagion,Magi's Cloak
Xbalanque,Warrior Tabi,Relic Dagger,Malice,Stone of Gaia,Mail of Renewal,Malice
Tyr,Reinforced Greaves,Void Shield,Bumba's Mask,Ichaival,Spectral Armor,Shifter's Shield
Nike,Ninja Tabi,Bulwark of Hope,Masamune,Wind Demon,Atalanta's Bow,Talisman of Energy
Camazotz,Reinforced Greaves,Ancile,Stone Cutting Sword,Stone Cutting Sword,Winged Blade,Breastplate of Valor
Agni,Shoes of the Magi,Shield of Regrowth,Contagion,Gem of Isolation,Rod of Asclepius,Spear of Desolation
The Morrigan,Reinforced Shoes,Magi's Cloak,Contagion,Contagion,Toxic Blade,Shield of Regrowth
Neith,Warrior Tabi,Bulwark of Hope,Malice,Poisoned Star,Winged Blade,Hide of the Nemean Lion
Ravana,Ninja Tabi,Breastplate of Valor,Contagion,Bumba's Mask,Bulwark of Hope,Hastened Katana
Khepri,Travelers Shoes,Spear of the Magus,Spear of the Magus,Toxic Blade,Bumba's Mask,Witchblade
Arachne,Reinforced Greaves,Genji's Guard,Pestilence,Devourer's Gauntlet,Void Shield,Blackthorn Hammer
Zeus,Travelers Shoes,Book of Thoth,Shaman's Ring,Bumba's Mask,Mail of Renewal,Jade Emperor's Crown
Cu Chulainn,Ninja Tabi,Bulwark of Hope,Ancile,Rage,Ancile,Devourer's Gauntlet
Odin,Talaria Boots,Frostbound Hammer,Hastened Katana,Void Shield,Void Shield,Magi's Cloak
Kuzenbo,Shoes of the Magi,Mantle of Discord,Stone of Binding,Lotus Crown,Ethereal Staff,Gauntlet of Thebes
Da Ji,Reinforced Greaves,Toxic Blade,Witchblade,Stone of Gaia,Mail of Renewal,Genji's Guard
Nemesis,Ninja Tabi,Odysseus' Bow,Brawler's Beat Stick,Lono's Mask,Breastplate of Valor,Talisman of Energy
Awilix,Talaria Boots,Golden Blade,Shield of Regrowth,Emperor's Armor,Frostbound Hammer,Titan's Bane
He Bo,Shoes of the Magi,Bancroft's Talon,Polynomicon,Jade Emperor's Crown,Lono's Mask,Sovereignty
Terra,Shoes of Focus,Hastened Ring,Typhon's Fang,Jade Emperor's Crown,Book of Thoth,Winged Blade
Tyr,Ninja Tabi,Heartward Amulet,Deathbringer,Bulwark of Hope,Transcendence,Midgardian Mail
Cernunnos,Reinforced Greaves,The Executioner,Hide of the Nemean Lion,Shifter's Shield,Runeforged Hammer,Heartward Amulet
Erlang Shen,Talaria Boots,Winged Blade,Toxic Blade,Emperor's Armor,Shogun's Kusari,Spectral Armor
Khepri,Shoes of the Magi,Winged Blade,Jade Emperor's Crown,Genji's Guard,Bancroft's Talon,Talisman of Energy
Khepri,Reinforced Shoes,Hide of the Nemean Lion,Spirit Robe,Oni Hunter's Garb,Staff Of Myrddin,Winged Blade
Hades,Travelers Shoes,Oni Hunter's Garb,Spirit Robe,Relic Dagger,Telkhines Ring,Ethereal Staff
Apollo,Talaria Boots,Mantle of Discord,Atalanta's Bow,Stone of Gaia,Mystical Mail,Breastplate of Valor
Jing Wei,Warrior Tabi,Malice,Silverbranch Bow,Emperor's Armor,Pestilence,Heartward Amulet
Fafnir,Travelers Shoes,Soul Reaver,Winged Blade,Soul Reaver,Mantle of Discord,Jade Emperor's Crown
Geb,Reinforced Shoes,Book of Thoth,Shogun's Kusari,Stone of Fal,Obsidian Shard,Magi's Cloak
Nu Wa,Reinforced Shoes,Hide of the Nemean Lion,Stone of Binding,Sovereignty,Mantle of Discord,Spear of Desolation
Ah Puch,Reinforced Shoes,Stone of Binding,Demonic Grip,Magi's Cloak,Polynomicon,Witchblade
Nike,Ninja Tabi,Spectral Armor,Atalanta's Bow,Poisoned Star,Witchblade,Witchblade
Ullr,Warrior Tabi,Ichaival,Stone of Gaia,The Crusher,Stone of Gaia,The Crusher
Ao Kuang,Reinforced Shoes,Relic Dagger,Book of the Dead,Bumba's Mask,Ethereal Staff,Lotus Crown
Da Ji,Talaria Boots,Devourer's Gauntlet,Wind Demon,Mystical Mail,Hydra's Lament,The Crusher
Medusa,Warrior Tabi,Atalanta's Bow,Runeforged Hammer,Heartward Amulet,Frostbound Hammer,Stone of Gaia
Ao Kuang,Shoes of Focus,Relic Dagger,Shield of Regrowth,Toxic Blade,Dynasty Plate Helm,Spirit Robe
Skadi,Reinforced Greaves,Rage,Pridwen,Gladiator's Shield,Jotunn's Wrath,Oni Hunter's Garb
Nu Wa,Shoes of the Magi,Soul Reaver,Spirit Robe,Sovereignty,Lono's Mask,Contagion
Hera,Travelers Shoes,Contagion,Demonic Grip,Dynasty Plate Helm,Hide of the Urchin,Contagion
Xing Tian,Travelers Shoes,Midgardian Mail,Oni Hunter's Garb,Lotus Crown,Pridwen,Shaman's Ring
Mercury,Warrior Tabi,Frostbound Hammer,Malice,Bumba's Mask,Mantle of Discord,Poisoned Star
Nemesis,Talaria Boots,Odysseus' Bow,Hastened Katana,Titan's Bane,Silverbranch Bow,Heartward Amulet
Guan Yu,Warrior Tabi,Runeforged Hammer,Runic Shield,Wind Demon,Pestilence,Qin's Sais
Hou Yi,Warrior Tabi,Shield of Regrowth,Midgardian Mail,Shifter's Shield,Shifter's Shield,Wind Demon
